# MH=  125.0000
     344.0100000           0.00000000000000        0.00000000000000           0.00000000000000        0.00000000000000    
     354.0100000           0.00000000000000        0.00000000000000           0.00000000000000        0.00000000000000    
     364.0100000           0.00000000000000        0.00000000000000           0.00000000000000        0.00000000000000    
     374.0100000           0.00000000000000        0.00000000000000           0.00000000000000        0.00000000000000    
     384.0100000           0.00000000000000        0.00000000000000           0.00000000000000        0.00000000000000    
     394.0100000          0.826667984741853E-03   -443.726972209101          0.824661920205032E-06   0.358837060822732    
     404.0100000          0.210507001698568E-02   0.420597213302094E-03      0.202938680416438E-05   0.429124969675944E-06
     414.0100000          0.341229262047378E-02   0.668968219158361E-03      0.330652621632203E-05   0.672085494304583E-06
     424.0100000          0.465283218721838E-02   0.869310017971870E-03      0.464718478471095E-05   0.831516722949808E-06
     434.0100000          0.577061788352860E-02   0.103127635243961E-02      0.569833215162518E-05   0.877868198356200E-06
     444.0100000          0.678052737435921E-02   0.113741545564816E-02      0.607628117894673E-05   0.114418740987914E-05
     454.0100000          0.766370259426434E-02   0.125298816870508E-02      0.765720584817674E-05   0.115401600918536E-05
     464.0100000          0.843712109361383E-02   0.137827337333471E-02      0.827621552386082E-05   0.119929662749037E-05
     474.0100000          0.909462049934592E-02   0.135641713940388E-02      0.895742129071921E-05   0.125073424897730E-05
     484.0100000          0.967579155903616E-02   0.139291799793157E-02      0.961556561222789E-05   0.132665542575388E-05
     494.0100000          0.101633756066646E-01   0.141136339421057E-02      0.101547956847790E-04   0.108962268392207E-05
     504.0100000          0.105828794357367E-01   0.147603491719775E-02      0.105718686101585E-04   0.116845747715837E-05
     514.0100000          0.109298627984036E-01   0.774211174762919E-03      0.694108478269681E-05   0.797176900840598E-06
     524.0100000          0.112242198241136E-01   0.133738667641221E-02      0.102213828991156E-04   0.136341660798996E-05
     534.0100000          0.114629758699549E-01   0.153230959260323E-02      0.114109325718876E-04   0.150661867208140E-05
     544.0100000          0.116577464382403E-01   0.137588698884402E-02      0.817371346377242E-05   0.139833690829533E-05
     554.0100000          0.118149998282861E-01   0.134448655526146E-02      0.118076679412695E-04   0.134292259078381E-05
     564.0100000          0.119254036730835E-01   0.142241412256024E-02      0.882845412327143E-05   0.144991109854063E-05
     574.0100000          0.120065356991202E-01   0.128355893394855E-02      0.113728869752232E-04   0.130784132796713E-05
     584.0100000          0.120701953285463E-01   0.104155004077669E-02      0.120798090583960E-04   0.906653008442526E-06
